"name","url"
"Kingman, John","https://en.wikipedia.org/wiki/John_Kingman"
"Kish, Leslie","https://en.wikipedia.org/wiki/Leslie_Kish"
"Knibbs, George Handley","https://en.wikipedia.org/wiki/George_Handley_Knibbs"
"Kočović, Bogoljub","https://en.wikipedia.org/wiki/Bogoljub_Ko%C4%8Dovi%C4%87"
"Kolmogorov, Andrey Nikolaevich","https://en.wikipedia.org/wiki/Andrey_Kolmogorov"
"Koopman, Bernard","https://en.wikipedia.org/wiki/Bernard_Koopman"
"Kott, Phillip","https://en.wikipedia.org/wiki/Phillip_Kott"
"Krewski, Dan","https://en.wikipedia.org/wiki/Dan_Krewski"
"Krumbein, William C.","https://en.wikipedia.org/wiki/William_C._Krumbein"
"Kruskal, Joseph","https://en.wikipedia.org/wiki/Joseph_Kruskal"
"Kruskal, William","https://en.wikipedia.org/wiki/William_Kruskal"
"Krüger, André","https://en.wikipedia.org/wiki/Andr%C3%A9_Kr%C3%BCger"
"Kuczynski, Robert René","https://en.wikipedia.org/wiki/Robert_Ren%C3%A9_Kuczynski"
"Kulischer, Eugene M.","https://en.wikipedia.org/wiki/Eugene_M._Kulischer"
"Kullback, Solomon","https://en.wikipedia.org/wiki/Solomon_Kullback"
"Kulldorff, Gunnar","https://en.wikipedia.org/wiki/Gunnar_Kulldorff"
"Künsch, Hans-Rudolf","https://en.wikipedia.org/wiki/Hans-Rudolf_K%C3%BCnsch"
"Kurnow, Ernest","https://en.wikipedia.org/wiki/Ernest_Kurnow"
"Kuzmicich, Steve","https://en.wikipedia.org/wiki/Steve_Kuzmicich"
"Kuznets, Simon","https://en.wikipedia.org/wiki/Simon_Kuznets"
"Lah, Ivo","https://en.wikipedia.org/wiki/Ivo_Lah"
"Laird, Nan","https://en.wikipedia.org/wiki/Nan_Laird"
"Laslett, Peter","https://en.wikipedia.org/wiki/Peter_Laslett"
"Laspeyres, Étienne","https://en.wikipedia.org/wiki/%C3%89tienne_Laspeyres"
"Lathrop, Mark","https://en.wikipedia.org/wiki/Mark_Lathrop"
"Law, John","https://en.wikipedia.org/wiki/John_Law_(economist)"
"Lawler, Gregory Francis","https://en.wikipedia.org/wiki/Greg_Lawler"
"Lawrence, Charles","https://en.wikipedia.org/wiki/Charles_Lawrence_(mathematician)"
"Lehmann, Erich Leo","https://en.wikipedia.org/wiki/Erich_Leo_Lehmann"
"Lemon, Charles","https://en.wikipedia.org/wiki/Charles_Lemon"
"Leontief, Wassily","https://en.wikipedia.org/wiki/Wassily_Leontief"
"Levit, Boris","https://en.wikipedia.org/wiki/Boris_Levit"
"Lewis, Tony","https://en.wikipedia.org/wiki/Tony_Lewis_(mathematician)"
"Lexis, Wilhelm","https://en.wikipedia.org/wiki/Wilhelm_Lexis"
"Li, C. C.","https://en.wikipedia.org/wiki/C._C._Li"
"Li, David X.","https://en.wikipedia.org/wiki/David_X._Li"
"Likert, Rensis","https://en.wikipedia.org/wiki/Rensis_Likert"
"Lilliefors, Hubert","https://en.wikipedia.org/wiki/Hubert_Lilliefors"
"Lindeberg, Jarl Waldemar","https://en.wikipedia.org/wiki/Jarl_Waldemar_Lindeberg"
"Lindley, Dennis V.","https://en.wikipedia.org/wiki/Dennis_Lindley"
"Lindstedt, Anders","https://en.wikipedia.org/wiki/Anders_Lindstedt"
"Lindstrom, Frederick B.","https://en.wikipedia.org/wiki/Frederick_B._Lindstrom"
"Linnik, Yuri","https://en.wikipedia.org/wiki/Yuri_Linnik"
"Liu, Jun","https://en.wikipedia.org/wiki/Jun_S._Liu"
"Longman, Phillip","https://en.wikipedia.org/wiki/Phillip_Longman"
"Lord, Frederic M.","https://en.wikipedia.org/wiki/Frederic_M._Lord"
"Lorenz, Max O.","https://en.wikipedia.org/wiki/Max_O._Lorenz"
"Lotka, Alfred J.","https://en.wikipedia.org/wiki/Alfred_J._Lotka"
"Loève, Michel","https://en.wikipedia.org/wiki/Michel_Lo%C3%A8ve"
"Lubbock, John","https://en.wikipedia.org/wiki/John_Lubbock,_1st_Baron_Avebury"
"Lundberg, Filip","https://en.wikipedia.org/wiki/Filip_Lundberg"
"MacGregor, John F.","https://en.wikipedia.org/wiki/John_F._MacGregor"
"Mahalanobis, Prasanta Chandra","https://en.wikipedia.org/wiki/Prasanta_Chandra_Mahalanobis"
"Manwar, Khandakar Hossain","https://en.wikipedia.org/wiki/Khandkar_Manwar_Hossain"
"Mallet, Bernard","https://en.wikipedia.org/wiki/Bernard_Mallet"
"Malthus, Thomas Robert","https://en.wikipedia.org/wiki/Thomas_Robert_Malthus"
"Mannheimer, Renato","https://en.wikipedia.org/wiki/Renato_Mannheimer"
"Mantel, Nathan","https://en.wikipedia.org/wiki/Nathan_Mantel"
"Mardia, Kantilal","https://en.wikipedia.org/wiki/Kantilal_Mardia"
"Marpsat, Maryse","https://en.wikipedia.org/wiki/Maryse_Marpsat"
"Marquardt, Donald","https://en.wikipedia.org/wiki/Donald_Marquardt"
"Marquis, Frederick","https://en.wikipedia.org/wiki/Frederick_Marquis,_1st_Earl_of_Woolton"
"McSharma, India","https://en.wikipedia.org/w/index.php?title=Mc_Sharma,_Sharma%27s_Correction_to_Sample_Size_Determination&action=edit&redlink=1"
"Marschak, Jacob","https://en.wikipedia.org/wiki/Jacob_Marschak"
"Marshall, Herbert","https://en.wikipedia.org/wiki/Herbert_Marshall_(statistician)"
"Martin, Sir Richard","https://en.wikipedia.org/wiki/Sir_Richard_Martin,_1st_Baronet,_of_Overbury_Court"
"Massey, Kenneth","https://en.wikipedia.org/wiki/Kenneth_Massey"
"Masuyama, Motosaburo","https://en.wikipedia.org/wiki/Motosaburo_Masuyama"
"Mauchly, John","https://en.wikipedia.org/wiki/John_Mauchly"
"McClintock, Emory","https://en.wikipedia.org/wiki/Emory_McClintock"
"McCrossan, Paul","https://en.wikipedia.org/wiki/Paul_McCrossan"
"McCullagh, Peter","https://en.wikipedia.org/wiki/Peter_McCullagh"
"McEvedy, Colin","https://en.wikipedia.org/wiki/Colin_McEvedy"
"McKendrick, Anderson Gray","https://en.wikipedia.org/wiki/Anderson_Gray_McKendrick"
"McLennan, Bill","https://en.wikipedia.org/wiki/Bill_McLennan"
"McNemar, Quinn","https://en.wikipedia.org/wiki/Quinn_McNemar"
"McVean, Gilean","https://en.wikipedia.org/wiki/Gilean_McVean"
"Meeker, Royal","https://en.wikipedia.org/wiki/Royal_Meeker"
"Meier, Paul","https://en.wikipedia.org/wiki/Paul_Meier_(statistician)"
"Meng, Xiao-Li","https://en.wikipedia.org/wiki/Xiao-Li_Meng"
"Mihoc, Gheorghe","https://en.wikipedia.org/wiki/Gheorghe_Mihoc"
"Milliken, George A.","https://en.wikipedia.org/wiki/George_A._Milliken"
"Milliman, Wendell","https://en.wikipedia.org/wiki/Wendell_Milliman"
"Milne, Joshua","https://en.wikipedia.org/wiki/Joshua_Milne"
"Milnes, Richard Monckton","https://en.wikipedia.org/wiki/Richard_Monckton_Milnes,_1st_Baron_Houghton"
"Mitchell, Wesley Clair","https://en.wikipedia.org/wiki/Wesley_Clair_Mitchell"
"Mitofsky, Warren","https://en.wikipedia.org/wiki/Warren_Mitofsky"
"Mohn, Jakob","https://en.wikipedia.org/wiki/Jakob_Mohn"
"Moivre, Abraham de","https://en.wikipedia.org/wiki/Abraham_de_Moivre"
"Molina, Edward C.","https://en.wikipedia.org/wiki/Edward_C._Molina"
"Moore, Henry Ludwell","https://en.wikipedia.org/wiki/Henry_Ludwell_Moore"
"Moran, Pat","https://en.wikipedia.org/wiki/Pat_Moran_(statistician)"
"Mores, Edward Rowe","https://en.wikipedia.org/wiki/Edward_Rowe_Mores"
"Morgan, William","https://en.wikipedia.org/wiki/William_Morgan_(scientist)"
"Morris, Carl","https://en.wikipedia.org/wiki/Carl_Morris_(statistician)"
"Morrison, Winifred J.","https://en.wikipedia.org/wiki/Winifred_J._Morrison"
"Moser, Claus","https://en.wikipedia.org/wiki/Claus_Moser,_Baron_Moser"
"Mosteller, Frederick","https://en.wikipedia.org/wiki/Frederick_Mosteller"
"Mouat, Frederic J.","https://en.wikipedia.org/wiki/Frederic_J._Mouat"
"Moyal, José Enrique","https://en.wikipedia.org/wiki/Jos%C3%A9_Enrique_Moyal"
"Murphy, Susan","https://en.wikipedia.org/wiki/Susan_Murphy"
"Nair, Vijayan N.","https://en.wikipedia.org/wiki/Vijayan_Nair"
"Nason, Guy","https://en.wikipedia.org/wiki/Guy_Nason"
"Neill, Charles P.","https://en.wikipedia.org/wiki/Charles_P._Neill"
"Nelder, John","https://en.wikipedia.org/wiki/John_Nelder"
"Nesbitt, Cecil J.","https://en.wikipedia.org/wiki/Cecil_J._Nesbitt"
"Newmarch, William","https://en.wikipedia.org/wiki/William_Newmarch"
"Neyman, Jerzy","https://en.wikipedia.org/wiki/Jerzy_Neyman"
"Nightingale, Florence","https://en.wikipedia.org/wiki/Florence_Nightingale"
"Niyogi, Partha","https://en.wikipedia.org/wiki/Partha_Niyogi"
"Noether, Gottfried E.","https://en.wikipedia.org/wiki/Gottfried_E._Noether"
"Nordling, Carl O.","https://en.wikipedia.org/wiki/Carl_O._Nordling"
"Notestein, Frank W.","https://en.wikipedia.org/wiki/Frank_W._Notestein"
"Ogburn, William Fielding","https://en.wikipedia.org/wiki/William_Fielding_Ogburn"
"Olshansky, S. Jay","https://en.wikipedia.org/wiki/S._Jay_Olshansky"
"Onicescu, Octav","https://en.wikipedia.org/wiki/Octav_Onicescu"
"Onslow, William","https://en.wikipedia.org/wiki/William_Onslow,_4th_Earl_of_Onslow"
"Orshansky, Mollie","https://en.wikipedia.org/wiki/Mollie_Orshansky"
"Paine, George","https://en.wikipedia.org/wiki/George_Paine_(registrar)"
"Pakington, John","https://en.wikipedia.org/wiki/John_Pakington,_1st_Baron_Hampton"
"Panaretos, John","https://en.wikipedia.org/wiki/John_Panaretos"
"Parzen, Emanuel","https://en.wikipedia.org/wiki/Emanuel_Parzen"
"Pearl, Raymond","https://en.wikipedia.org/wiki/Raymond_Pearl"
"Pearson, Egon","https://en.wikipedia.org/wiki/Egon_Pearson"
"Pearson, Karl","https://en.wikipedia.org/wiki/Karl_Pearson"
"Peirce, Charles Sanders","https://en.wikipedia.org/wiki/Charles_Sanders_Peirce"
"Pereira, Basilio de Bragança","https://en.wikipedia.org/wiki/Basilio_de_Bragan%C3%A7a_Pereira"
"Peto, Julian","https://en.wikipedia.org/wiki/Julian_Peto"
"Peto, Richard","https://en.wikipedia.org/wiki/Richard_Peto"
"Petty, William","https://en.wikipedia.org/wiki/William_Petty"
"Petty-Fitzmaurice, Henry","https://en.wikipedia.org/wiki/Henry_Petty-Fitzmaurice,_3rd_Marquess_of_Lansdowne"
"Piekałkiewicz, Jan","https://en.wikipedia.org/wiki/Jan_Pieka%C5%82kiewicz"
"Pillai, K. C. Sreedharan","https://en.wikipedia.org/wiki/K._C._Sreedharan_Pillai"
"Pillai, Vijayan K","https://en.wikipedia.org/wiki/Vijayan_K_Pillai"
"Pink, Brian","https://en.wikipedia.org/wiki/Brian_Pink"
"Pitman, E. J. G.","https://en.wikipedia.org/wiki/E._J._G._Pitman"
"Plackett, Robin","https://en.wikipedia.org/wiki/Robin_Plackett"
"Playfair, William","https://en.wikipedia.org/wiki/William_Playfair"
"Pleszczyńska, Elżbieta","https://en.wikipedia.org/wiki/El%C5%BCbieta_Pleszczy%C5%84ska"
"Pocock, Stuart","https://en.wikipedia.org/wiki/Stuart_Pocock"
"Pollak, Henry O.","https://en.wikipedia.org/wiki/Henry_O._Pollak"
"Polson, Nicholas","https://en.wikipedia.org/wiki/Nicholas_Polson"
"Preston, Samuel H.","https://en.wikipedia.org/wiki/Samuel_H._Preston"
"Price, Richard","https://en.wikipedia.org/wiki/Richard_Price"
"Priestley, Maurice","https://en.wikipedia.org/wiki/Maurice_Priestley"
"Princet, Maurice","https://en.wikipedia.org/wiki/Maurice_Princet"
"Punnett, Reginald","https://en.wikipedia.org/wiki/Reginald_Punnett"
"Pólya, George","https://en.wikipedia.org/wiki/George_P%C3%B3lya"
"Quetelet, Adolphe","https://en.wikipedia.org/wiki/Adolphe_Quetelet"
"Chand Rattan","https://en.wikipedia.org/wiki/Rattan_Chand"
"Raftery, Adrian","https://en.wikipedia.org/wiki/Adrian_Raftery"
"Raghavarao, D.","https://en.wikipedia.org/wiki/D._Raghavarao"
"Raiffa, Howard","https://en.wikipedia.org/wiki/Howard_Raiffa"
"Ralescu, Stefan","https://en.wikipedia.org/wiki/Stefan_Ralescu"
"Rao, C.R.","https://en.wikipedia.org/wiki/Calyampudi_Radhakrishna_Rao"
"Rasch, Georg","https://en.wikipedia.org/wiki/Georg_Rasch"
"Redington, Frank","https://en.wikipedia.org/wiki/Frank_Redington"
"Reid, Nancy","https://en.wikipedia.org/wiki/Nancy_Reid"
"Reiersøl, Olav","https://en.wikipedia.org/wiki/Olav_Reiers%C3%B8l"
"Rhodes, E. C.","https://en.wikipedia.org/wiki/E._C._Rhodes"
"Rice, Thomas Spring","https://en.wikipedia.org/wiki/Thomas_Spring_Rice,_1st_Baron_Monteagle_of_Brandon"
"Richardson, Sylvia","https://en.wikipedia.org/wiki/Sylvia_Richardson"
"Rickman, John","https://en.wikipedia.org/wiki/John_Rickman"
"Ripley, Brian Daniel","https://en.wikipedia.org/wiki/Brian_D._Ripley"
"Robbins, Herbert","https://en.wikipedia.org/wiki/Herbert_Robbins"
"Roberts, Gareth O.","https://en.wikipedia.org/wiki/Gareth_Roberts_(statistician)"
"Roberts, Harry V.","https://en.wikipedia.org/wiki/Harry_V._Roberts"
"Robertson, Stuart A.","https://en.wikipedia.org/wiki/Stuart_A._Robertson"
"Robine, Jean-Marie","https://en.wikipedia.org/wiki/Jean-Marie_Robine"
"Robins, James","https://en.wikipedia.org/wiki/James_Robins"
"Robinson, Claude E.","https://en.wikipedia.org/wiki/Claude_E._Robinson"
"Rosenthal, Jeff","https://en.wikipedia.org/wiki/Jeff_Rosenthal"
"Roy, Bimal Kumar","https://en.wikipedia.org/wiki/Bimal_Kumar_Roy"
"Roy, S. N.","https://en.wikipedia.org/wiki/S._N._Roy"
"Rubin, Donald","https://en.wikipedia.org/wiki/Donald_Rubin"
"Rubinow, I. M.","https://en.wikipedia.org/wiki/I._M._Rubinow"
"Rubinstein, Reuven","https://en.wikipedia.org/wiki/Reuven_Rubinstein"
"Ruggles, Steven","https://en.wikipedia.org/wiki/Steven_Ruggles"
"Russell, John","https://en.wikipedia.org/wiki/John_Russell,_1st_Earl_Russell"
"Ryder, Dudley","https://en.wikipedia.org/wiki/Dudley_Ryder,_2nd_Earl_of_Harrowby"
"Sagarin, Jeff","https://en.wikipedia.org/wiki/Jeff_Sagarin"
"Saha, Jahar","https://en.wikipedia.org/wiki/Jahar_Saha"
"Saint-Maur, Nicolas-François Dupré de","https://en.wikipedia.org/wiki/Nicolas-Fran%C3%A7ois_Dupr%C3%A9_de_Saint-Maur"
"Salsburg, David","https://en.wikipedia.org/wiki/David_Salsburg"
"Samuel, Herbert","https://en.wikipedia.org/wiki/Herbert_Samuel,_1st_Viscount_Samuel"
"Sanders, William","https://en.wikipedia.org/wiki/William_Sanders_(statistician)"
"Savage, Leonard Jimmie","https://en.wikipedia.org/wiki/Leonard_Jimmie_Savage"
"Sawilowsky, Shlomo","https://en.wikipedia.org/wiki/Shlomo_Sawilowsky"
"Scheffé, Henry","https://en.wikipedia.org/wiki/Henry_Scheff%C3%A9"
"Schlaifer, Robert","https://en.wikipedia.org/wiki/Robert_Schlaifer"
"Schultz, Henry","https://en.wikipedia.org/wiki/Henry_Schultz"
"Schuster, Arthur","https://en.wikipedia.org/wiki/Arthur_Schuster"
"Schweder, Tore","https://en.wikipedia.org/wiki/Tore_Schweder"
"Scott, Elizabeth","https://en.wikipedia.org/wiki/Elizabeth_Scott_(mathematician)"
"Scurfield, Hugh Hedley","https://en.wikipedia.org/wiki/Hugh_Hedley_Scurfield"
"Searle, Shayle R.","https://en.wikipedia.org/wiki/Shayle_R._Searle"
"Sebastiani, Paola","https://en.wikipedia.org/wiki/Paola_Sebastiani"
"Semyonov-Tyan-Shansky, Pyotr","https://en.wikipedia.org/wiki/Pyotr_Semyonov-Tyan-Shansky"
"Shah, B. V.","https://en.wikipedia.org/wiki/B._V._Shah"
"Shapley, Lloyd","https://en.wikipedia.org/wiki/Lloyd_Shapley"
"Shaw-Lefevre, George","https://en.wikipedia.org/wiki/George_Shaw-Lefevre,_1st_Baron_Eversley"
"Shepp, Lawrence","https://en.wikipedia.org/wiki/Lawrence_Shepp"
"Sheppard, William Fleetwood","https://en.wikipedia.org/wiki/William_Fleetwood_Sheppard"
"Shewhart, Walter A.","https://en.wikipedia.org/wiki/Walter_A._Shewhart"
"Shrikhande, S. S.","https://en.wikipedia.org/wiki/S._S._Shrikhande"
"Sichel, Herbert","https://en.wikipedia.org/wiki/Herbert_Sichel"
"Siegel, Sidney","https://en.wikipedia.org/wiki/Sidney_Siegel"
"Silver, Nate","https://en.wikipedia.org/wiki/Nate_Silver"
"Silverman, Bernard","https://en.wikipedia.org/wiki/Bernard_Silverman"
"Simiand, François","https://en.wikipedia.org/wiki/Fran%C3%A7ois_Simiand"
"Simon, Leslie Earl","https://en.wikipedia.org/wiki/Leslie_Earl_Simon"
"Sinclair, Sir John","https://en.wikipedia.org/wiki/Sir_John_Sinclair,_1st_Baronet"
"Sirkeci, Ibrahim","https://en.wikipedia.org/wiki/Ibrahim_Sirkeci"
"Slutsky, Eugen","https://en.wikipedia.org/wiki/Eugen_Slutsky"
"Smith, A.F.M","https://en.wikipedia.org/wiki/Adrian_Smith_(academic)"
"Smith, Cedric","https://en.wikipedia.org/wiki/Cedric_Smith_(statistician)"
"Smith, Walter L.","https://en.wikipedia.org/wiki/Walter_L._Smith"
"Snedecor, George W.","https://en.wikipedia.org/wiki/George_W._Snedecor"
"Snyder, Carl","https://en.wikipedia.org/wiki/Carl_Snyder"
"Sokal, Robert R.","https://en.wikipedia.org/wiki/Robert_R._Sokal"
"Spearman, Charles","https://en.wikipedia.org/wiki/Charles_Spearman"
"Speed, Terry","https://en.wikipedia.org/wiki/Terry_Speed"
"Spengler, Joseph J.","https://en.wikipedia.org/wiki/Joseph_J._Spengler"
"Spiegelhalter, David","https://en.wikipedia.org/wiki/David_Spiegelhalter"
"Srivastava, J. N.","https://en.wikipedia.org/wiki/J._N._Srivastava"
"Stamp, Josiah","https://en.wikipedia.org/wiki/Josiah_Stamp,_1st_Baron_Stamp"
"Stanley, Julian C. Jr.","https://en.wikipedia.org/wiki/Julian_C._Stanley_Jr."
"Stanley, Edward","https://en.wikipedia.org/wiki/Edward_Stanley,_15th_Earl_of_Derby"
"Steele, J. Michael","https://en.wikipedia.org/wiki/J._Michael_Steele"
"Steffensen, Johan Frederik","https://en.wikipedia.org/wiki/Johan_Frederik_Steffensen"
"Stein, Charles","https://en.wikipedia.org/wiki/Charles_Stein_(statistician)"
"Stephens, Matthew","https://en.wikipedia.org/wiki/Matthew_Stephens_(statistician)"
"Stigler, Stephen","https://en.wikipedia.org/wiki/Stephen_Stigler"
"Stone, Richard","https://en.wikipedia.org/wiki/Richard_Stone"
"Stouffer, Samuel A.","https://en.wikipedia.org/wiki/Samuel_A._Stouffer"
"Stoyan, Dietrich","https://en.wikipedia.org/wiki/Dietrich_Stoyan"
"Süssmilch, Johann Peter","https://en.wikipedia.org/wiki/Johann_Peter_S%C3%BCssmilch"
"Sykes, William Henry","https://en.wikipedia.org/wiki/William_Henry_Sykes"
"Sylvester, James Joseph","https://en.wikipedia.org/wiki/James_Joseph_Sylvester"
"Sztrem, Edward Szturm de","https://en.wikipedia.org/wiki/Edward_Szturm_de_Sztrem"
"Shyamaprasad Mukherjee","https://en.wikipedia.org/wiki/Shyamaprasad_Mukherjee"
"Taguchi, Genichi","https://en.wikipedia.org/wiki/Genichi_Taguchi"
"Teitelbaum, Michael","https://en.wikipedia.org/wiki/Michael_Teitelbaum"
"Telser, Lester G.","https://en.wikipedia.org/wiki/Lester_G._Telser"
"Thiele, Thorvald N.","https://en.wikipedia.org/wiki/Thorvald_N._Thiele"
"Thorndike, Robert L.","https://en.wikipedia.org/wiki/Robert_L._Thorndike"
"Thornton, John Wingate","https://en.wikipedia.org/wiki/John_Wingate_Thornton"
"Thorp, Willard","https://en.wikipedia.org/wiki/Willard_Thorp"
"Thurstone, Louis Leon","https://en.wikipedia.org/wiki/Louis_Leon_Thurstone"
"Tibshirani, Robert","https://en.wikipedia.org/wiki/Robert_Tibshirani"
"Tippett, Leonard Henry Caleb","https://en.wikipedia.org/wiki/Leonard_Henry_Caleb_Tippett"
"Tobin, James","https://en.wikipedia.org/wiki/James_Tobin"
"Todd, Emmanuel","https://en.wikipedia.org/wiki/Emmanuel_Todd"
"Tong, Howell","https://en.wikipedia.org/wiki/Howell_Tong"
"Trewin, Dennis","https://en.wikipedia.org/wiki/Dennis_Trewin"
"Trybuła, Stanisław","https://en.wikipedia.org/wiki/Stanis%C5%82aw_Trybu%C5%82a"
"Tufte, Edward","https://en.wikipedia.org/wiki/Edward_Tufte"
"Tukey, John","https://en.wikipedia.org/wiki/John_Tukey"
"Utts, Jessica","https://en.wikipedia.org/wiki/Jessica_Utts"
"Uyanto, Stanislaus S.","https://en.wikipedia.org/wiki/Stanislaus_S._Uyanto"
"Vapnik, Vladimir","https://en.wikipedia.org/wiki/Vladimir_Vapnik"
"Vaupel, James","https://en.wikipedia.org/wiki/James_Vaupel"
"Villani, Giovanni","https://en.wikipedia.org/wiki/Giovanni_Villani"
"Visman, Jan","https://en.wikipedia.org/wiki/Jan_Visman"
"Wahba, Grace","https://en.wikipedia.org/wiki/Grace_Wahba"
"Wald, Abraham","https://en.wikipedia.org/wiki/Abraham_Wald"
"Walker, Francis Amasa","https://en.wikipedia.org/wiki/Francis_Amasa_Walker"
"Walker, Gilbert","https://en.wikipedia.org/wiki/Gilbert_Walker"
"Wallace, Chris","https://en.wikipedia.org/wiki/Chris_Wallace_(computer_scientist)"
"Wallis, W. Allen","https://en.wikipedia.org/wiki/W._Allen_Wallis"
"Wanless, Derek","https://en.wikipedia.org/wiki/Derek_Wanless"
"Watson, Geoffrey","https://en.wikipedia.org/wiki/Geoffrey_Watson"
"Wedderburn, Robert","https://en.wikipedia.org/wiki/Robert_Wedderburn_(statistician)"
"Wegman, Edward","https://en.wikipedia.org/wiki/Edward_Wegman"
"Weibull, Waloddi","https://en.wikipedia.org/wiki/Waloddi_Weibull"
"Weinstock, Arnold","https://en.wikipedia.org/wiki/Arnold_Weinstock"
"Weldon, Walter Frank Raphael","https://en.wikipedia.org/wiki/Walter_Frank_Raphael_Weldon"
"Welton, Thomas A.","https://en.wikipedia.org/wiki/Thomas_A._Welton"
"Wentworth-Fitzwilliam, Charles","https://en.wikipedia.org/wiki/Charles_Wentworth-Fitzwilliam,_5th_Earl_Fitzwilliam"
"Westergaard, Harald Ludvig","https://en.wikipedia.org/wiki/Harald_Ludvig_Westergaard"
"Wheeler, Donald J.","https://en.wikipedia.org/wiki/Donald_J._Wheeler"
"Hadley Wickham","https://en.wikipedia.org/wiki/Hadley_Wickham"
"Whittle, Peter","https://en.wikipedia.org/wiki/Peter_Whittle_(mathematician)"
"Wilcoxon, Frank","https://en.wikipedia.org/wiki/Frank_Wilcoxon"
"Wilk, Martin","https://en.wikipedia.org/wiki/Martin_Wilk"
"Wilkinson, Leland","https://en.wikipedia.org/wiki/Leland_Wilkinson"
"Wilks, Samuel S.","https://en.wikipedia.org/wiki/Samuel_S._Wilks"
"Willcox, Walter Francis","https://en.wikipedia.org/wiki/Walter_Francis_Willcox"
"Wilson, Edwin Bidwell","https://en.wikipedia.org/wiki/Edwin_Bidwell_Wilson"
"Wilson, Harold","https://en.wikipedia.org/wiki/Harold_Wilson"
"Wishart, John","https://en.wikipedia.org/wiki/John_Wishart_(statistician)"
"Wold, Herman","https://en.wikipedia.org/wiki/Herman_Wold"
"Wolfowitz, Jacob","https://en.wikipedia.org/wiki/Jacob_Wolfowitz"
"Wood, George Henry","https://en.wikipedia.org/wiki/George_Henry_Wood_(statistician)"
"Woolhouse, Wesley S. B.","https://en.wikipedia.org/wiki/Wesley_S._B._Woolhouse"
"Working, Holbrook","https://en.wikipedia.org/wiki/Holbrook_Working"
"Wright, Carroll D.","https://en.wikipedia.org/wiki/Carroll_D._Wright"
"Wright, Elizur","https://en.wikipedia.org/wiki/Elizur_Wright"
"Wright, Sewall","https://en.wikipedia.org/wiki/Sewall_Wright"
"Wrigley, E. A.","https://en.wikipedia.org/wiki/E._A._Wrigley"
"Wu, Jeff C. F.","https://en.wikipedia.org/wiki/C.F._Jeff_Wu"
"Yates, Frank","https://en.wikipedia.org/wiki/Frank_Yates"
"Young, Allyn Abbott","https://en.wikipedia.org/wiki/Allyn_Abbott_Young"
"Young, Arthur","https://en.wikipedia.org/wiki/Arthur_Young_(writer)"
"Young, Hilton","https://en.wikipedia.org/wiki/Hilton_Young,_1st_Baron_Kennet"
"Yule, G. Udny","https://en.wikipedia.org/wiki/Udny_Yule"
"Zaman, Arif","https://en.wikipedia.org/wiki/Arif_Zaman"
"Zarnowitz, Victor","https://en.wikipedia.org/wiki/Victor_Zarnowitz"
"Elena Zarova","https://en.wikipedia.org/wiki/Elena_Zarova"
"Zellner, Arnold","https://en.wikipedia.org/wiki/Arnold_Zellner"
"Zhaohuan, Zhang","https://en.wikipedia.org/wiki/Zhang_Zhaohuan"
"Zipf, George Kingsley","https://en.wikipedia.org/wiki/George_Kingsley_Zipf"
